Current Step,Time Remaining,Expected Temp,External Temp,Chamber Temp,Time
14,334,36.1,36.7,36,11893
14,318,37.1,37.8,37,11910
14,301,38.1,38.6,38.1,11926
14,285,39.1,39.7,39,11943
14,268,40,40.5,39.9,11960
14,252,41,41.4,40.9,11976
14,235,41.9,42.4,41.8,11993
14,218,42.9,43.3,42.8,12009
14,202,43.8,44.2,43.8,12026
14,185,44.8,45,44.8,12042
14,169,45.8,46,45.7,12059
14,152,46.8,47,46.6,12075
14,136,47.7,48.1,47.7,12092
14,119,48.7,48.9,48.6,12108
14,103,49.7,49.9,49.6,12125
14,86,50.6,50.8,50.6,12141
14,70,51.6,51.7,51.6,12158
14,53,52.5,52.6,52.5,12175
14,37,53.5,53.7,53.5,12191
14,20,54.5,54.7,54.4,12208
15,840,55,55.5,55.4,12224
15,823,55,55.9,56.2,12241
15,807,55,55.6,56.7,12257
15,790,55,55.4,56.8,12274
15,774,55,55.2,56.6,12290
15,757,55,55.2,56.4,12307
